Nacionalidad;Pais_de_nacimiento;Periodo;Total
Moldavia;Extranjero;2014S2;424
Moldavia;Extranjero;2014S1;253
Moldavia;Extranjero;2013S2;251
Moldavia;Extranjero;2013S1;217
Moldavia;Extranjero;2012S2;259
Moldavia;Extranjero;2012S1;300
Moldavia;Extranjero;2011S2;411
Moldavia;Extranjero;2011S1;379
Moldavia;Extranjero;2010S2;413
Moldavia;Extranjero;2010S1;457
Moldavia;Extranjero;2009S2;570
Moldavia;Extranjero;2009S1;704
Moldavia;Extranjero;2008S2;973
Moldavia;Extranjero;2008S1;1317
Rusia;Total;2022S1;6061
Rusia;Total;2021S2;5360
Rusia;Total;2021S1;2700
Rusia;Total;2020S2;2411
Rusia;Total;2020S1;2279
Rusia;Total;2019S2;5078
Rusia;Total;2019S1;3958
Rusia;Total;2018S2;4695
Rusia;Total;2018S1;3363
Rusia;Total;2017S2;4257
Rusia;Total;2017S1;2747
Rusia;Total;2016S2;3375
Rusia;Total;2016S1;2861
Rusia;Total;2015S2;3788
Rusia;Total;2015S1;3254
Rusia;Total;2014S2;4546
Rusia;Total;2014S1;3662
Rusia;Total;2013S2;4756
Rusia;Total;2013S1;3684
Rusia;Total;2012S2;4202
Rusia;Total;2012S1;3440
Rusia;Total;2011S2;4374
Rusia;Total;2011S1;3261
Rusia;Total;2010S2;3548
Rusia;Total;2010S1;2623
Rusia;Total;2009S2;2951
Rusia;Total;2009S1;2337
Rusia;Total;2008S2;2950
Rusia;Total;2008S1;2802
Rusia;España;2022S1;27
Rusia;España;2021S2;17
Rusia;España;2021S1;4
Rusia;España;2020S2;8
Rusia;España;2020S1;6
Rusia;España;2019S2;19
Rusia;España;2019S1;19
Rusia;España;2018S2;18
Rusia;España;2018S1;9
Rusia;España;2017S2;23
Rusia;España;2017S1;21
Rusia;España;2016S2;20
Rusia;España;2016S1;25
Rusia;España;2015S2;29
Rusia;España;2015S1;33
Rusia;España;2014S2;38
Rusia;España;2014S1;36
Rusia;España;2013S2;54
Rusia;España;2013S1;66
Rusia;España;2012S2;41
Rusia;España;2012S1;46
Rusia;España;2011S2;50
Rusia;España;2011S1;49
Rusia;España;2010S2;66
Rusia;España;2010S1;81
Rusia;España;2009S2;78
Rusia;España;2009S1;73
Rusia;España;2008S2;84
Rusia;España;2008S1;86
Rusia;Extranjero;2022S1;6034
Rusia;Extranjero;2021S2;5343
Rusia;Extranjero;2021S1;2696
Rusia;Extranjero;2020S2;2403
Rusia;Extranjero;2020S1;2273
Rusia;Extranjero;2019S2;5059
Rusia;Extranjero;2019S1;3939
Rusia;Extranjero;2018S2;4677
Rusia;Extranjero;2018S1;3354
Rusia;Extranjero;2017S2;4234
Rusia;Extranjero;2017S1;2726
Rusia;Extranjero;2016S2;3355
Rusia;Extranjero;2016S1;2836
Rusia;Extranjero;2015S2;3759
Rusia;Extranjero;2015S1;3220
Rusia;Extranjero;2014S2;4508
Rusia;Extranjero;2014S1;3626
Rusia;Extranjero;2013S2;4702
Rusia;Extranjero;2013S1;3618
Rusia;Extranjero;2012S2;4161
Rusia;Extranjero;2012S1;3395
Rusia;Extranjero;2011S2;4325
Rusia;Extranjero;2011S1;3212
Rusia;Extranjero;2010S2;3481
Rusia;Extranjero;2010S1;2542
Rusia;Extranjero;2009S2;2872
Rusia;Extranjero;2009S1;2264
Rusia;Extranjero;2008S2;2866
Rusia;Extranjero;2008S1;2716
Otro país del resto de Europa;Total;2022S1;3935
Otro país del resto de Europa;Total;2021S2;3709
Otro país del resto de Europa;Total;2021S1;1861
Otro país del resto de Europa;Total;2020S2;1893
Otro país del resto de Europa;Total;2020S1;2005
Otro país del resto de Europa;Total;2019S2;3650
Otro país del resto de Europa;Total;2019S1;3216
Otro país del resto de Europa;Total;2018S2;3596
Otro país del resto de Europa;Total;2018S1;2619
Otro país del resto de Europa;Total;2017S2;2833
Otro país del resto de Europa;Total;2017S1;2052
Otro país del resto de Europa;Total;2016S2;2206
Otro país del resto de Europa;Total;2016S1;1798
Otro país del resto de Europa;Total;2015S2;1932
Otro país del resto de Europa;Total;2015S1;1307
Otro país del resto de Europa;Total;2014S2;1731
Otro país del resto de Europa;Total;2014S1;1277
Otro país del resto de Europa;Total;2013S2;1480
Otro país del resto de Europa;Total;2013S1;1088
Otro país del resto de Europa;Total;2012S2;1461
Otro país del resto de Europa;Total;2012S1;1355
Otro país del resto de Europa;Total;2011S2;1790
Otro país del resto de Europa;Total;2011S1;1444
Otro país del resto de Europa;Total;2010S2;1451
Otro país del resto de Europa;Total;2010S1;1318
Otro país del resto de Europa;Total;2009S2;1419
Otro país del resto de Europa;Total;2009S1;1409
Otro país del resto de Europa;Total;2008S2;1980
Otro país del resto de Europa;Total;2008S1;2548
Otro país del resto de Europa;España;2022S1;23
Otro país del resto de Europa;España;2021S2;20
Otro país del resto de Europa;España;2021S1;19
Otro país del resto de Europa;España;2020S2;25
Otro país del resto de Europa;España;2020S1;25
Otro país del resto de Europa;España;2019S2;18
Otro país del resto de Europa;España;2019S1;19
Otro país del resto de Europa;España;2018S2;17
Otro país del resto de Europa;España;2018S1;18
Otro país del resto de Europa;España;2017S2;30
Otro país del resto de Europa;España;2017S1;25
Otro país del resto de Europa;España;2016S2;28
Otro país del resto de Europa;España;2016S1;47
Otro país del resto de Europa;España;2015S2;35
Otro país del resto de Europa;España;2015S1;56
Otro país del resto de Europa;España;2014S2;42
Otro país del resto de Europa;España;2014S1;46
Otro país del resto de Europa;España;2013S2;34
Otro país del resto de Europa;España;2013S1;41
Otro país del resto de Europa;España;2012S2;32
Otro país del resto de Europa;España;2012S1;35
Otro país del resto de Europa;España;2011S2;44
Otro país del resto de Europa;España;2011S1;38
Otro país del resto de Europa;España;2010S2;32
Otro país del resto de Europa;España;2010S1;27
Otro país del resto de Europa;España;2009S2;27
Otro país del resto de Europa;España;2009S1;29
Otro país del resto de Europa;España;2008S2;27
Otro país del resto de Europa;España;2008S1;31
Otro país del resto de Europa;Extranjero;2022S1;3912
Otro país del resto de Europa;Extranjero;2021S2;3689
Otro país del resto de Europa;Extranjero;2021S1;1842
Otro país del resto de Europa;Extranjero;2020S2;1868
Otro país del resto de Europa;Extranjero;2020S1;1980
Otro país del resto de Europa;Extranjero;2019S2;3632
Otro país del resto de Europa;Extranjero;2019S1;3197
Otro país del resto de Europa;Extranjero;2018S2;3579
Otro país del resto de Europa;Extranjero;2018S1;2601
Otro país del resto de Europa;Extranjero;2017S2;2803
Otro país del resto de Europa;Extranjero;2017S1;2027
Otro país del resto de Europa;Extranjero;2016S2;2179
Otro país del resto de Europa;Extranjero;2016S1;1751
Otro país del resto de Europa;Extranjero;2015S2;1897
Otro país del resto de Europa;Extranjero;2015S1;1250
Otro país del resto de Europa;Extranjero;2014S2;1689
Otro país del resto de Europa;Extranjero;2014S1;1231
Otro país del resto de Europa;Extranjero;2013S2;1447
Otro país del resto de Europa;Extranjero;2013S1;1047
Otro país del resto de Europa;Extranjero;2012S2;1428
Otro país del resto de Europa;Extranjero;2012S1;1320
Otro país del resto de Europa;Extranjero;2011S2;1747
Otro país del resto de Europa;Extranjero;2011S1;1406
Otro país del resto de Europa;Extranjero;2010S2;1419
Otro país del resto de Europa;Extranjero;2010S1;1291
Otro país del resto de Europa;Extranjero;2009S2;1392
Otro país del resto de Europa;Extranjero;2009S1;1380
Otro país del resto de Europa;Extranjero;2008S2;1953
Otro país del resto de Europa;Extranjero;2008S1;2517
De Africa;Total;2022S1;52251
De Africa;Total;2021S2;52394
De Africa;Total;2021S1;37194
De Africa;Total;2020S2;33451
De Africa;Total;2020S1;32447
De Africa;Total;2019S2;54971
De Africa;Total;2019S1;51267
De Africa;Total;2018S2;51701
De Africa;Total;2018S1;37588
De Africa;Total;2017S2;34486
De Africa;Total;2017S1;26799
De Africa;Total;2016S2;26114
De Africa;Total;2016S1;23619
De Africa;Total;2015S2;22103
De Africa;Total;2015S1;20421
De Africa;Total;2014S2;19299
De Africa;Total;2014S1;18728
De Africa;Total;2013S2;19954
De Africa;Total;2013S1;18886
De Africa;Total;2012S2;19484
De Africa;Total;2012S1;21281
De Africa;Total;2011S2;24437
De Africa;Total;2011S1;23411
De Africa;Total;2010S2;23222
De Africa;Total;2010S1;27033
De Africa;Total;2009S2;29814
De Africa;Total;2009S1;40630
De Africa;Total;2008S2;49857
De Africa;Total;2008S1;61548
De Africa;España;2022S1;472
De Africa;España;2021S2;509
De Africa;España;2021S1;296
De Africa;España;2020S2;322
De Africa;España;2020S1;254
De Africa;España;2019S2;399
De Africa;España;2019S1;301
De Africa;España;2018S2;328
De Africa;España;2018S1;333
De Africa;España;2017S2;620
De Africa;España;2017S1;526
De Africa;España;2016S2;771
De Africa;España;2016S1;833
De Africa;España;2015S2;824
De Africa;España;2015S1;786
De Africa;España;2014S2;793
De Africa;España;2014S1;855
De Africa;España;2013S2;878
De Africa;España;2013S1;869
De Africa;España;2012S2;704
De Africa;España;2012S1;866
De Africa;España;2011S2;739
De Africa;España;2011S1;751
De Africa;España;2010S2;712
De Africa;España;2010S1;867
De Africa;España;2009S2;722
De Africa;España;2009S1;864
De Africa;España;2008S2;806
De Africa;España;2008S1;929
De Africa;Extranjero;2022S1;51779
De Africa;Extranjero;2021S2;51885
De Africa;Extranjero;2021S1;36898
De Africa;Extranjero;2020S2;33129
De Africa;Extranjero;2020S1;32193
De Africa;Extranjero;2019S2;54572
De Africa;Extranjero;2019S1;50966
De Africa;Extranjero;2018S2;51373
De Africa;Extranjero;2018S1;37255
De Africa;Extranjero;2017S2;33866
De Africa;Extranjero;2017S1;26273
De Africa;Extranjero;2016S2;25344
De Africa;Extranjero;2016S1;22786
De Africa;Extranjero;2015S2;21279
De Africa;Extranjero;2015S1;19635
De Africa;Extranjero;2014S2;18505
De Africa;Extranjero;2014S1;17873
De Africa;Extranjero;2013S2;19076
De Africa;Extranjero;2013S1;18017
De Africa;Extranjero;2012S2;18781
De Africa;Extranjero;2012S1;20415
De Africa;Extranjero;2011S2;23698
De Africa;Extranjero;2011S1;22660
De Africa;Extranjero;2010S2;22510
De Africa;Extranjero;2010S1;26166
De Africa;Extranjero;2009S2;29092
De Africa;Extranjero;2009S1;39765
De Africa;Extranjero;2008S2;49052
De Africa;Extranjero;2008S1;60619
Argelia;Total;2022S1;3880
Argelia;Total;2021S2;3221
Argelia;Total;2021S1;2485
Argelia;Total;2020S2;1875
Argelia;Total;2020S1;2412
Argelia;Total;2019S2;3798
Argelia;Total;2019S1;3604
Argelia;Total;2018S2;3681
Argelia;Total;2018S1;2796
Argelia;Total;2017S2;2821
Argelia;Total;2017S1;1953
Argelia;Total;2016S2;2691
Argelia;Total;2016S1;1743
Argelia;Total;2015S2;2349
Argelia;Total;2015S1;1805
Argelia;Total;2014S2;2469
Argelia;Total;2014S1;2065
Argelia;Total;2013S2;2728
Argelia;Total;2013S1;2034
Argelia;Total;2012S2;2693
Argelia;Total;2012S1;1828
Argelia;Total;2011S2;2392
Argelia;Total;2011S1;1865
Argelia;Total;2010S2;2049
Argelia;Total;2010S1;1712
Argelia;Total;2009S2;2192
Argelia;Total;2009S1;2122
Argelia;Total;2008S2;2562
Argelia;Total;2008S1;2963
Argelia;España;2022S1;49
Argelia;España;2021S2;67
Argelia;España;2021S1;35
Argelia;España;2020S2;34
Argelia;España;2020S1;37
Argelia;España;2019S2;75
Argelia;España;2019S1;43
Argelia;España;2018S2;87
Argelia;España;2018S1;75
Argelia;España;2017S2;83
Argelia;España;2017S1;43
Argelia;España;2016S2;106
Argelia;España;2016S1;62
Argelia;España;2015S2;92
Argelia;España;2015S1;64
Argelia;España;2014S2;71
Argelia;España;2014S1;73
Argelia;España;2013S2;79
Argelia;España;2013S1;81
Argelia;España;2012S2;68
Argelia;España;2012S1;55
Argelia;España;2011S2;54
Argelia;España;2011S1;31
Argelia;España;2010S2;43
Argelia;España;2010S1;30
Argelia;España;2009S2;52
Argelia;España;2009S1;61
Argelia;España;2008S2;53
Argelia;España;2008S1;52
Argelia;Extranjero;2022S1;3831
Argelia;Extranjero;2021S2;3154
Argelia;Extranjero;2021S1;2450
Argelia;Extranjero;2020S2;1841
Argelia;Extranjero;2020S1;2375
Argelia;Extranjero;2019S2;3723
Argelia;Extranjero;2019S1;3561
Argelia;Extranjero;2018S2;3594
Argelia;Extranjero;2018S1;2721
Argelia;Extranjero;2017S2;2738
Argelia;Extranjero;2017S1;1910
Argelia;Extranjero;2016S2;2585
Argelia;Extranjero;2016S1;1681
Argelia;Extranjero;2015S2;2257
Argelia;Extranjero;2015S1;1741
Argelia;Extranjero;2014S2;2398
Argelia;Extranjero;2014S1;1992
Argelia;Extranjero;2013S2;2648
Argelia;Extranjero;2013S1;1953
Argelia;Extranjero;2012S2;2626
Argelia;Extranjero;2012S1;1773
Argelia;Extranjero;2011S2;2338
Argelia;Extranjero;2011S1;1834
Argelia;Extranjero;2010S2;2006
Argelia;Extranjero;2010S1;1682
Argelia;Extranjero;2009S2;2140
Argelia;Extranjero;2009S1;2060
Argelia;Extranjero;2008S2;2508
Argelia;Extranjero;2008S1;2911
Gambia;Total;2022S1;1205
Gambia;Total;2021S2;1236
Gambia;Total;2021S1;958
Gambia;Total;2020S2;847
Gambia;Total;2020S1;694
Gambia;Total;2019S2;1122
Gambia;Total;2019S1;881
Gambia;Total;2018S2;1049
Gambia;Total;2018S1;573
Gambia;Total;2017S2;650
Gambia;Total;2017S1;658
Gambia;Total;2016S2;663
Gambia;Total;2016S1;609
Gambia;Total;2015S2;555
Gambia;Total;2015S1;604
Gambia;Total;2014S2;603
Gambia;Total;2014S1;586
Gambia;Total;2013S2;560
Gambia;Total;2013S1;609
Gambia;Total;2012S2;493
Gambia;Total;2012S1;665
Gambia;Total;2011S2;662
Gambia;Total;2011S1;718
Gambia;Total;2010S2;650
Gambia;Total;2010S1;832
Gambia;Total;2009S2;674
Gambia;Total;2009S1;1057
Gambia;Total;2008S2;1227
Gambia;Total;2008S1;1325
Gambia;España;2022S1;5
Gambia;España;2021S2;4
Gambia;España;2021S1;2
Gambia;España;2020S2;8
Gambia;España;2020S1;11
Gambia;España;2019S2;9
Gambia;España;2019S1;4
Gambia;España;2018S2;4
Gambia;España;2018S1;3
Gambia;España;2017S2;5
Gambia;España;2017S1;7
Gambia;España;2016S2;18
Gambia;España;2016S1;12
Gambia;España;2015S2;16
Gambia;España;2015S1;18
Gambia;España;2014S2;17
Gambia;España;2014S1;15
Gambia;España;2013S2;18
Gambia;España;2013S1;19
Gambia;España;2012S2;13
Gambia;España;2012S1;27
Gambia;España;2011S2;14
Gambia;España;2011S1;18
Gambia;España;2010S2;17
Gambia;España;2010S1;12
Gambia;España;2009S2;15
Gambia;España;2009S1;22
Gambia;España;2008S2;18
Gambia;España;2008S1;24
Gambia;Extranjero;2022S1;1200
Gambia;Extranjero;2021S2;1232
Gambia;Extranjero;2021S1;956
Gambia;Extranjero;2020S2;839
Gambia;Extranjero;2020S1;683
Gambia;Extranjero;2019S2;1113
Gambia;Extranjero;2019S1;877
Gambia;Extranjero;2018S2;1045
Gambia;Extranjero;2018S1;570
Gambia;Extranjero;2017S2;645
Gambia;Extranjero;2017S1;651
Gambia;Extranjero;2016S2;644
Gambia;Extranjero;2016S1;596
Gambia;Extranjero;2015S2;540
Gambia;Extranjero;2015S1;586
Gambia;Extranjero;2014S2;586
Gambia;Extranjero;2014S1;571
Gambia;Extranjero;2013S2;542
Gambia;Extranjero;2013S1;590
Gambia;Extranjero;2012S2;480
Gambia;Extranjero;2012S1;637
Gambia;Extranjero;2011S2;648
Gambia;Extranjero;2011S1;700
Gambia;Extranjero;2010S2;633
Gambia;Extranjero;2010S1;820
Gambia;Extranjero;2009S2;659
Gambia;Extranjero;2009S1;1035
Gambia;Extranjero;2008S2;1209
Gambia;Extranjero;2008S1;1301
Ghana;Total;2022S1;852
Ghana;Total;2021S2;836
Ghana;Total;2021S1;942
Ghana;Total;2020S2;650
Ghana;Total;2020S1;689
Ghana;Total;2019S2;1234
Ghana;Total;2019S1;1226
Ghana;Total;2018S2;848
Ghana;Total;2018S1;912
Ghana;Total;2017S2;682
Ghana;Total;2017S1;555
Ghana;Total;2016S2;547
Ghana;Total;2016S1;407
Ghana;Total;2015S2;479
Ghana;Total;2015S1;398
Ghana;Total;2014S2;404
Ghana;Total;2014S1;474
Ghana;Total;2013S2;548
Ghana;Total;2013S1;512
Ghana;Total;2012S2;485
Ghana;Total;2012S1;623
Ghana;Total;2011S2;630
Ghana;Total;2011S1;673
Ghana;Total;2010S2;581
Ghana;Total;2010S1;658
Ghana;Total;2009S2;604
Ghana;Total;2009S1;752
Ghana;Total;2008S2;861
Ghana;Total;2008S1;1051
Ghana;España;2022S1;2
Ghana;España;2021S2;1
Ghana;España;2021S1;4
Ghana;España;2020S2;1
Ghana;España;2020S1;0
Ghana;España;2019S2;1
Ghana;España;2019S1;2
Ghana;España;2018S2;0
Ghana;España;2018S1;1
Ghana;España;2017S2;5
Ghana;España;2017S1;4
Ghana;España;2016S2;13
Ghana;España;2016S1;22
Ghana;España;2015S2;13
Ghana;España;2015S1;11
Ghana;España;2014S2;18
Ghana;España;2014S1;21
Ghana;España;2013S2;15
Ghana;España;2013S1;11
Ghana;España;2012S2;8
Ghana;España;2012S1;7
Ghana;España;2011S2;5
Ghana;España;2011S1;7
Ghana;España;2010S2;3
Ghana;España;2010S1;9
Ghana;España;2009S2;2
Ghana;España;2009S1;7
Ghana;España;2008S2;4
Ghana;España;2008S1;8
Ghana;Extranjero;2022S1;850
Ghana;Extranjero;2021S2;835
Ghana;Extranjero;2021S1;938
Ghana;Extranjero;2020S2;649
Ghana;Extranjero;2020S1;689
Ghana;Extranjero;2019S2;1233
Ghana;Extranjero;2019S1;1224
Ghana;Extranjero;2018S2;848
Ghana;Extranjero;2018S1;911
Ghana;Extranjero;2017S2;677
Ghana;Extranjero;2017S1;551
Ghana;Extranjero;2016S2;535
Ghana;Extranjero;2016S1;385
Ghana;Extranjero;2015S2;466
Ghana;Extranjero;2015S1;387
Ghana;Extranjero;2014S2;386
Ghana;Extranjero;2014S1;452
Ghana;Extranjero;2013S2;533
Ghana;Extranjero;2013S1;501
Ghana;Extranjero;2012S2;476
Ghana;Extranjero;2012S1;617
Ghana;Extranjero;2011S2;625
Ghana;Extranjero;2011S1;666
Ghana;Extranjero;2010S2;578
Ghana;Extranjero;2010S1;649
Ghana;Extranjero;2009S2;602
Ghana;Extranjero;2009S1;745
Ghana;Extranjero;2008S2;857
Ghana;Extranjero;2008S1;1043
Guinea;Total;2022S1;488
Guinea;Total;2021S2;468
Guinea;Total;2021S1;507
Guinea;Total;2020S2;368
Guinea;Total;2020S1;407
Guinea;Total;2019S2;723
Guinea;Total;2019S1;779
Guinea;Total;2018S2;717
Guinea;Total;2018S1;432
Guinea;Total;2017S2;403
Guinea;Total;2017S1;341
Guinea;Total;2016S2;402
Guinea;Total;2016S1;395
Guinea;Total;2015S2;395
Guinea;Total;2015S1;313
Guinea;Total;2014S2;317
Guinea;Total;2014S1;314
Guinea;Total;2013S2;342
Guinea;Total;2013S1;278
Guinea;Total;2012S2;324
Guinea;Total;2012S1;349
Guinea;Total;2011S2;384
Guinea;Total;2011S1;348
Guinea;Total;2010S2;394
Guinea;Total;2010S1;499
Guinea;Total;2009S2;615
Guinea;Total;2009S1;653
Guinea;Total;2008S2;841
Guinea;Total;2008S1;917
Guinea;España;2022S1;2
Guinea;España;2021S2;4
Guinea;España;2021S1;3
Guinea;España;2020S2;2
Guinea;España;2020S1;2
Guinea;España;2019S2;2
Guinea;España;2019S1;2
Guinea;España;2018S2;0
Guinea;España;2018S1;2
Guinea;España;2017S2;4
Guinea;España;2017S1;2
Guinea;España;2016S2;16
Guinea;España;2016S1;18
Guinea;España;2015S2;7
Guinea;España;2015S1;12
Guinea;España;2014S2;10
Guinea;España;2014S1;16
Guinea;España;2013S2;15
Guinea;España;2013S1;11
Guinea;España;2012S2;10
Guinea;España;2012S1;7
Guinea;España;2011S2;7
Guinea;España;2011S1;6
Guinea;España;2010S2;6
Guinea;España;2010S1;7
Guinea;España;2009S2;9
Guinea;España;2009S1;5
Guinea;España;2008S2;8
Guinea;España;2008S1;12
Guinea;Extranjero;2022S1;486
Guinea;Extranjero;2021S2;464
Guinea;Extranjero;2021S1;504
Guinea;Extranjero;2020S2;366
Guinea;Extranjero;2020S1;405
Guinea;Extranjero;2019S2;721
Guinea;Extranjero;2019S1;777
Guinea;Extranjero;2018S2;717
Guinea;Extranjero;2018S1;430
Guinea;Extranjero;2017S2;399
Guinea;Extranjero;2017S1;339
Guinea;Extranjero;2016S2;386
Guinea;Extranjero;2016S1;377
Guinea;Extranjero;2015S2;389
Guinea;Extranjero;2015S1;302
Guinea;Extranjero;2014S2;308
Guinea;Extranjero;2014S1;298
Guinea;Extranjero;2013S2;327
Guinea;Extranjero;2013S1;267
